date,url,title,category
02/26/2020,https://finance.detik.com/foto-bisnis/d-4916181/gandeng-fintech-bank-mandiri-salurkan-kredit-ke-umkm,"Gandeng Fintech, Bank Mandiri Salurkan Kredit ke UMKM",finance
02/26/2020,https://finance.detik.com/infografis/d-4915833/jakarta-banjir-lagi-gubernur-tak-kerjanisasi,"Jakarta Banjir (Lagi), Gubernur Tak Kerjanisasi!",finance
02/26/2020,https://finance.detik.com/energi/d-4915818/genjot-target-ebt-brantas-abipraya-resmikan-pltm-sako-1,"Genjot Target EBT, Brantas Abipraya Resmikan PLTM Sako-1",finance
02/26/2020,https://finance.detik.com/moneter/d-4915813/ojk-perketat-penjualan-reksa-dana-di-perbankan,OJK Perketat Penjualan Reksa Dana di Perbankan,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915807/airlangga-omnibus-law-cipta-kerja-bukan-revisi-uu-tenaga-kerja,Airlangga: Omnibus Law Cipta Kerja Bukan Revisi UU Tenaga Kerja,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915795/bpk-sindir-keras-dewas-tvri-pejabat-non-eselon-rasa-menteri,BPK Sindir Keras Dewas TVRI: Pejabat Non Eselon Rasa Menteri!,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915788/ada-anggaran-rp-72-m-untuk-influencer-dipakai-buat-apa-sih,"Ada Anggaran Rp 72 M untuk Influencer, Dipakai Buat Apa Sih?",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915734/wishnutama-mau-gelontorkan-rp-72-m-untuk-influencer-asing-buat-apa,"Wishnutama Mau Gelontorkan Rp 72 M untuk Influencer Asing, Buat Apa?",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915737/erick-thohir-beberkan-rencana-bisnis-the-new-oil-telkom,Erick Thohir Beberkan Rencana Bisnis 'The New Oil' Telkom,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915705/bpk-temukan-6-pelanggaran-dewas-soal-pencopotan-dirut-tvri,BPK Temukan 6 Pelanggaran Dewas soal Pencopotan Dirut TVRI,finance
02/26/2020,https://finance.detik.com/properti/d-4915692/investasi-di-ibu-kota-baru-tak-perlu-lewat-bkpm,Investasi di Ibu Kota Baru Tak Perlu Lewat BKPM,finance
02/26/2020,https://finance.detik.com/properti/d-4915658/tangkis-corona-pemerintah-gelontorkan-rp-15-t-ke-sektor-properti,"Tangkis Corona, Pemerintah Gelontorkan Rp 1,5 T ke Sektor Properti",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915647/pedagang-di-bunaken-khawatir-bangkrut-gara-gara-geger-corona,Pedagang di Bunaken Khawatir Bangkrut Gara-gara Geger Corona,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915589/diskon-tiket-pesawat-3-bulan-menhub-bisa-diperpanjang,"Diskon Tiket Pesawat 3 Bulan, Menhub: Bisa Diperpanjang",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915554/polisi-ajak-pengusaha-lawan-mafia-yang-hambat-investasi-di-cilegon,Polisi Ajak Pengusaha Lawan Mafia yang Hambat Investasi di Cilegon,finance
02/26/2020,https://finance.detik.com/foto-bisnis/d-4916140/apski-respon-dinamika-industri-kesehatan-di-indonesia,APSKI Respon Dinamika Industri Kesehatan di Indonesia,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915556/tol-kena-banjir-drainase-proyek-kereta-cepat-bakal-dibongkar,"Tol Kena Banjir, Drainase Proyek Kereta Cepat Bakal Dibongkar!",finance
02/26/2020,https://finance.detik.com/moneter/d-4915548/suntikan-modal-untuk-jiwasraya-tak-ada-di-apbn-2020,Suntikan Modal untuk Jiwasraya Tak Ada di APBN 2020,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915526/utang-garuda-lampu-kuning-erick-thohir-sudah-jatuh-tempo,"Utang Garuda Lampu Kuning, Erick Thohir: Sudah Jatuh Tempo",finance
02/26/2020,https://finance.detik.com/moneter/d-4915525/duh-rupiah-palsu-paling-banyak-ditemukan-di-jawa,Duh! Rupiah Palsu Paling Banyak Ditemukan di Jawa,finance
02/26/2020,https://finance.detik.com/bursa-dan-valas/d-4915529/makin-suram-ihsg-ditutup-anjlok-17,"Makin Suram, IHSG Ditutup Anjlok 1,7%",finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915522/terungkap-ini-penyebab-banjir-di-bekasi,Terungkap! Ini Penyebab Banjir di Bekasi,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915512/banyak-slot-penerbangan-internasional-kosong-ini-langkah-menhub,"Banyak Slot Penerbangan Internasional Kosong, Ini Langkah Menhub",finance
02/26/2020,https://finance.detik.com/moneter/d-4915496/erick-thohir-kasus-jiwasraya-tak-perlu-dipolitisasi-lagi,Erick Thohir: Kasus Jiwasraya Tak Perlu Dipolitisasi Lagi!,finance
02/26/2020,https://finance.detik.com/energi/d-4915883/aturan-wajib-penggunaan-kapal-ri-bisa-ganggu-ekspor-batu-bara,Aturan Wajib Penggunaan Kapal RI Bisa Ganggu Ekspor Batu Bara?,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915452/basuki-sebut-penanganan-banjir-bukan-kewenangan-tapi-tanggung-jawab,"Basuki Sebut Penanganan Banjir Bukan Kewenangan, tapi Tanggung Jawab",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915458/ekonomi-china-turun-1-gegara-corona-sri-mulyani-kita-bisa-ke-47,"Ekonomi China Turun 1% Gegara Corona, Sri Mulyani: Kita Bisa ke 4,7%",finance
02/26/2020,https://finance.detik.com/energi/d-4915455/tower-pln-roboh-70-jaringan-listrik-rembang-blora-terganggu,"Tower PLN Roboh, 70% Jaringan Listrik Rembang-Blora Terganggu",finance
02/26/2020,https://finance.detik.com/properti/d-4915449/dibangun-sejak-2017-apa-kabar-hunian-nempel-stasiun,"Dibangun Sejak 2017, Apa Kabar Hunian Nempel Stasiun?",finance
02/26/2020,https://finance.detik.com/properti/d-4915439/lahan-tanoto-di-ibu-kota-baru-sudah-diambil-alih-ini-kata-klhk,Lahan Tanoto di Ibu Kota Baru Sudah Diambil Alih? Ini Kata KLHK,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915428/anies-tak-hadir-rapat-soal-banjir-apa-kata-menteri-pupr,"Anies Tak Hadir Rapat soal Banjir, Apa Kata Menteri PUPR?",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915414/di-depan-ct-airlangga-beberkan-isi-omnibus-law-cipta-kerja,"Di Depan CT, Airlangga Beberkan Isi Omnibus Law Cipta Kerja",finance
02/26/2020,https://finance.detik.com/moneter/d-4915411/sebut-kasus-jiwasraya-kebobrokan-erick-thohir-merampok-pensiunan,"Sebut Kasus Jiwasraya Kebobrokan, Erick Thohir: Merampok Pensiunan!",finance
02/26/2020,https://finance.detik.com/properti/d-4915368/milenial-paling-banyak-ditolak-bank-saat-ajukan-kpr,Milenial Paling Banyak Ditolak Bank saat Ajukan KPR,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915346/bus-amfibi-rp-150-m-bakal-wira-wiri-di-ibu-kota-baru,Bus Amfibi Rp 150 M Bakal Wira-wiri di Ibu Kota Baru,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915345/unik-bakal-ada-bus-amfibi-di-ibu-kota-baru-namanya-tanah-air,"Unik! Bakal Ada Bus Amfibi di Ibu Kota Baru, Namanya Tanah Air",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915328/erick-thohir-ke-pengusaha-swasta-bumn-jangan-diakali,Erick Thohir ke Pengusaha Swasta: BUMN Jangan Diakali,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915330/dpr-ke-anies-perkara-banjir-dki-bukan-naturalisasi-tapi-tak-ada-kerjanisasi,"DPR ke Anies: Perkara Banjir DKI Bukan Naturalisasi, tapi Tak Ada Kerjanisasi!",finance
02/26/2020,https://finance.detik.com/foto-bisnis/d-4915321/jef-bahas-ketahanan-energi-segera-digelar,JEF Bahas Ketahanan Energi Segera Digelar,finance
02/26/2020,https://finance.detik.com/properti/d-4915304/jokowi-draf-uu-ibu-kota-baru-diserahkan-ke-dpr-setelah-reses,Jokowi: Draf UU Ibu Kota Baru Diserahkan ke DPR Setelah Reses,finance
02/26/2020,https://finance.detik.com/properti/d-4915317/akad-kpr-massal-bni-bulan-ini-tembus-2046-debitur,Akad KPR Massal BNI Bulan Ini Tembus 2.046 Debitur,finance
02/26/2020,https://finance.detik.com/moneter/d-4915316/peredaran-uang-palsu-di-ri-turun-ini-datanya,"Peredaran Uang Palsu di RI Turun, Ini Datanya",finance
02/26/2020,https://finance.detik.com/properti/d-4915285/asing-minati-ibu-kota-baru-ri-jokowi-minta-pembangunan-dikebut,"Asing Minati Ibu Kota Baru RI, Jokowi Minta Pembangunan Dikebut",finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915280/kendaraan-serba-listrik-di-ibu-kota-baru-seperti-apa-konsepnya,"Kendaraan Serba Listrik di Ibu Kota Baru, Seperti Apa Konsepnya?",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915293/pesan-keras-erick-thohir-bumn-bukan-badan-usaha-milik-nenek-lu,Pesan Keras Erick Thohir: BUMN Bukan Badan Usaha Milik Nenek Lu!,finance
02/26/2020,https://finance.detik.com/properti/d-4915268/jakarta-langganan-banjir-bagaimana-nasib-perumahan-perumnas,"Jakarta Langganan Banjir, Bagaimana Nasib Perumahan Perumnas?",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915266/ri-jadi-negara-maju-airlangga-harus-senang-jangan-sedih,"RI Jadi Negara Maju, Airlangga: Harus Senang, Jangan Sedih",finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915241/ketua-komisi-v-dpr-kritik-anies-rk-tak-hadiri-rapat-banjir,Ketua Komisi V DPR Kritik Anies-RK Tak Hadiri Rapat Banjir,finance
02/26/2020,https://finance.detik.com/foto-bisnis/d-4915500/relokasi-kantor-cabang-kuningan-jakarta,Relokasi Kantor Cabang Kuningan Jakarta,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915235/ct-beberkan-ramalan-ekonomi-2020,CT Beberkan Ramalan Ekonomi 2020,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915224/corona-bikin-operasi-kereta-cepat-molor-menhub-mestinya-tidak,Corona Bikin Operasi Kereta Cepat Molor? Menhub: Mestinya Tidak,finance
02/26/2020,https://finance.detik.com/properti/d-4915222/gara-gara-masalah-ini-masyarakat-susah-beli-rumah,Gara-gara Masalah Ini Masyarakat Susah Beli Rumah,finance
02/26/2020,https://finance.detik.com/foto-bisnis/d-4915216/ini-cara-bedakan-rupiah-palsu-dan-asli,Ini Cara Bedakan Rupiah Palsu dan Asli,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915201/erick-thohir-ogah-bikin-superholding-bumn,Erick Thohir Ogah Bikin Superholding BUMN,finance
02/26/2020,https://finance.detik.com/moneter/d-4915175/bos-ojk-sebut-porsi-jiwasraya-di-industri-asuransi-cuma-1,Bos OJK Sebut Porsi Jiwasraya di Industri Asuransi Cuma 1%,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915181/tak-hadiri-rapat-dpr-anies-rk-dinilai-tak-serius-bereskan-banjir,"Tak Hadiri Rapat DPR, Anies-RK Dinilai Tak Serius Bereskan Banjir",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915169/curhat-dituduh-campuri-urusan-prabowo-luhut-tidak-betul,"Curhat Dituduh Campuri Urusan Prabowo, Luhut: Tidak Betul!",finance
02/26/2020,https://finance.detik.com/moneter/d-4915161/modal-asuransi-cuma-rp-50000-ini-yang-didapat-jemaah-umrah,"Modal Asuransi Cuma Rp 50.000, Ini yang Didapat Jemaah Umrah",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915106/defisit-apbn-melebar-gara-gara-pemerintah-guyur-insentif,Defisit APBN Melebar Gara-gara Pemerintah Guyur Insentif,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915096/korban-banjir-di-pinggiran-ciliwung-bisa-ngungsi-ke-rusunawa,Korban Banjir di Pinggiran Ciliwung Bisa Ngungsi ke Rusunawa,finance
02/26/2020,https://finance.detik.com/moneter/d-4915075/asyik-jemaah-umrah-bisa-punya-asuransi-cuma-modal-rp-50000,Asyik! Jemaah Umrah Bisa Punya Asuransi Cuma Modal Rp 50.000,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4915052/desain-bandara-ibu-kota-baru-bakal-disayembarakan,Desain Bandara Ibu Kota Baru Bakal Disayembarakan,finance
02/26/2020,https://finance.detik.com/moneter/d-4915028/jiwasraya-butuh-suntikan-modal-negara-sri-mulyani-kita-lihat,"Jiwasraya Butuh Suntikan Modal Negara, Sri Mulyani: Kita Lihat",finance
02/26/2020,https://finance.detik.com/properti/d-4915025/jokowi-cari-kandidat-kepala-badan-otorita-ibu-kota-baru,Jokowi Cari Kandidat Kepala Badan Otorita Ibu Kota Baru,finance
02/26/2020,https://finance.detik.com/bursa-dan-valas/d-4915021/259-saham-terkoreksi-ihsg-terjungkal-ke-5724,"259 Saham Terkoreksi, IHSG Terjungkal ke 5.724",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915014/izin-impor-lelet-waspada-ekspor-ri-makin-loyo,"Izin Impor Lelet, Waspada Ekspor RI Makin Loyo",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915010/jadi-menkeu-yang-lawan-arus-sri-mulyani-saya-bukan-cheerleader,"Jadi Menkeu yang Lawan Arus, Sri Mulyani: Saya Bukan Cheerleader",finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4914999/anies-hingga-rk-tak-hadir-rapat-bahas-banjir-di-dpr-ditunda,"Anies hingga RK Tak Hadir, Rapat Bahas Banjir di DPR Ditunda",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914990/inflasi-rendah-karena-daya-beli-turun-ini-kata-bi,Inflasi Rendah Karena Daya Beli Turun? Ini Kata BI,finance
02/26/2020,https://finance.detik.com/properti/d-4914985/luhut-sebut-30-investor-rebutan-garap-proyek-ibu-kota-baru,Luhut Sebut 30 Investor Rebutan Garap Proyek Ibu Kota Baru,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914980/dapat-label-negara-maju-ri-bisa-cari-insentif-dagang-lain,"Dapat Label Negara Maju, RI Bisa Cari Insentif Dagang Lain",finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4914966/3-bandara-di-ibu-kota-baru-bakal-dikelola-1-operator,3 Bandara di Ibu Kota Baru Bakal Dikelola 1 Operator,finance
02/26/2020,https://finance.detik.com/moneter/d-4914962/bi-musnahkan-50000-lembar-rupiah-palsu,BI Musnahkan 50.000 Lembar Rupiah Palsu,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914913/insentif-sudah-disebar-sri-mulyani-ajak-masyarakat-liburan,"Insentif Sudah Disebar, Sri Mulyani Ajak Masyarakat Liburan",finance
02/26/2020,https://finance.detik.com/bursa-dan-valas/d-4914912/bayang-bayang-corona-bikin-dolar-as-tekan-rupiah-ke-rp-13910,Bayang-bayang Corona Bikin Dolar AS Tekan Rupiah ke Rp 13.910,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4914910/basuki-rapat-dengan-dpr-bahas-penanganan-banjir-anies-rk-tak-hadir,"Basuki Rapat dengan DPR Bahas Penanganan Banjir, Anies-RK Tak Hadir",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914899/ct-bicara-inflasi-rendah-ekonomi-membaik-atau-daya-beli-turun,CT Bicara Inflasi Rendah: Ekonomi Membaik atau Daya Beli Turun?,finance
02/26/2020,https://finance.detik.com/properti/d-4914863/di-ibu-kota-baru-ke-mana-mana-cuma-butuh-10-menit,"Di Ibu Kota Baru, ke Mana-mana Cuma Butuh 10 Menit",finance
02/26/2020,https://finance.detik.com/moneter/d-4914838/ct-tanah-air-dapat-virus-baru-namanya-jiwasraya,"CT: Tanah Air Dapat Virus Baru, Namanya Jiwasraya",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914823/ct-bicara-virus-corona-dunia-diliputi-kecemasan,CT Bicara Virus Corona: Dunia Diliputi Kecemasan,finance
02/26/2020,https://finance.detik.com/properti/d-4914808/bappenas-sebut-ruu-ibu-kota-baru-rampung-juni,Bappenas Sebut RUU Ibu Kota Baru Rampung Juni,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4914788/menhub-beberkan-transportasi-masa-depan-di-ibu-kota-baru,Menhub Beberkan Transportasi Masa Depan di Ibu Kota Baru,finance
02/26/2020,https://finance.detik.com/moneter/d-4914774/biar-sembuh-jiwasraya-mau-disuntik-rp-15-t,"Biar Sembuh, Jiwasraya Mau Disuntik Rp 15 T?",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914753/usai-cetak-rekor-harga-emas-antam-hari-ini-turun-ceceng,"Usai Cetak Rekor, Harga Emas Antam Hari Ini Turun Ceceng",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914734/dana-otsus-tak-mampu-kerek-ekonomi-warga-papua,Dana Otsus Tak Mampu Kerek Ekonomi Warga Papua,finance
02/26/2020,https://finance.detik.com/bursa-dan-valas/d-4914726/menguat-tipis-dolar-as-pagi-ini-parkir-di-rp-13870,"Menguat Tipis, Dolar AS Pagi ini Parkir di Rp 13.870",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914700/mengenal-pt-pann-bumn-yang-sakit-sejak-era-orba,"Mengenal PT PANN, BUMN yang 'Sakit' Sejak Era Orba",finance
02/26/2020,https://finance.detik.com/bursa-dan-valas/d-4914699/belum-ada-kabar-baik-ihsg-lagi-lagi-terkoreksi,"Belum Ada Kabar Baik, IHSG Lagi-lagi Terkoreksi",finance
02/26/2020,https://finance.detik.com/market-research/d-4914676/ada-obat-corona-buat-ekonomi-ri-ihsg-bisa-hijau,"Ada 'Obat' Corona buat Ekonomi RI, IHSG Bisa Hijau?",finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914519/ekspor-impor-bisa-mandek-gara-gara-banjir,Ekspor Impor Bisa Mandek Gara-gara Banjir,finance
02/26/2020,https://finance.detik.com/properti/d-4914292/cek-gais-hunian-mewah-berkonsep-kasino-ada-di-queen-wharf-residence,Cek Gais! Hunian Mewah Berkonsep Kasino Ada di Queen Wharf Residence,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914521/diskon-liburan-hingga-tambahan-rp-50000-kartu-sembako-demi-tepis-corona,Diskon Liburan hingga Tambahan Rp 50.000 Kartu Sembako Demi Tepis Corona,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914520/edhy-prabowo-ingin-satgas-antimaling-ikan-bentukan-susi-aktif-lagi,Edhy Prabowo Ingin Satgas Antimaling Ikan Bentukan Susi Aktif Lagi,finance
02/26/2020,https://finance.detik.com/infografis/d-4914524/jakarta-tenggelam-ekonomi-lumpuh,"Jakarta 'Tenggelam', Ekonomi Lumpuh",finance
02/26/2020,https://finance.detik.com/foto-bisnis/d-4914669/dorongan-untuk-bumn-memberdayakan-desa,Dorongan untuk BUMN Memberdayakan Desa,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914517/mencari-biang-kerok-banjir-jakarta,Mencari Biang Kerok Banjir Jakarta,finance
02/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4914516/bisnis-lumpuh-gara-gara-jakarta-dikepung-banjir,Bisnis Lumpuh Gara-gara Jakarta Dikepung Banjir,finance
02/26/2020,https://finance.detik.com/infrastruktur/d-4914510/gawat-luhut-bilang-proyek-kereta-cepat-jkt-bdg-molor-gegara-corona,Gawat! Luhut Bilang Proyek Kereta Cepat JKT-BDG Molor Gegara Corona,finance
06/12/2020,https://finance.detik.com/properti/d-5051778/rencana-besar-jokowi-rombak-tata-ruang-jabodetabek-hingga-cianjur,Rencana Besar Jokowi Rombak Tata Ruang Jabodetabek hingga Cianjur,finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051779/bicara-imbas-corona-susi-bukan-sulit-lagi-nihil,"Bicara Imbas Corona, Susi: Bukan Sulit Lagi, Nihil!",finance
06/12/2020,https://finance.detik.com/energi/d-5051786/direksi-pertamina-dipangkas-bagian-operasional-masuk-sub-holding,"Direksi Pertamina Dipangkas, Bagian Operasional Masuk Sub Holding",finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051785/susi-beberkan-aturan-bisnis-penerbangan-tak-ramah-kondisi-sulit,Susi Beberkan Aturan Bisnis Penerbangan 'Tak Ramah' Kondisi Sulit,finance
06/12/2020,https://finance.detik.com/foto-bisnis/d-5051764/950-penumpang-naik-ka-jarak-jauh-hari-ini,950 Penumpang Naik Ka Jarak Jauh Hari Ini,finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051692/luhut-mau-turis-asing-yang-berkantong-tebal-ke-ri-ini-alasannya,"Luhut Mau Turis Asing yang 'Berkantong Tebal' ke RI, Ini Alasannya",finance
06/12/2020,https://finance.detik.com/energi/d-5051777/rombak-direksi-pertamina-diharapkan-makin-lincah-menuju-kelas-dunia,"Rombak Direksi, Pertamina Diharapkan Makin Lincah Menuju Kelas Dunia",finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051748/ekonomi-lesu-gegara-corona-bagaimana-peluang-fresh-graduate,"Ekonomi Lesu Gegara Corona, Bagaimana Peluang Fresh Graduate?",finance
06/12/2020,https://finance.detik.com/energi/d-5051774/jajaran-bos-pertamina-dirombak-biang-kerok-tagihan-listrik-bengkak,"Jajaran Bos Pertamina Dirombak, Biang Kerok Tagihan Listrik Bengkak",finance
06/12/2020,https://finance.detik.com/foto-bisnis/d-5051643/penampakan-lahan-proyek-tol-yogya-solo-yang-sudah-dipatok,Penampakan Lahan Proyek Tol Yogya-Solo yang Sudah Dipatok,finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051730/curhat-susi-susi-air-sudah-dua-bulan-nol-penerbangan,Curhat Susi: Susi Air Sudah Dua Bulan Nol Penerbangan,finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051715/tiap-jumat-kemnaker-berdayakan-korban-phk-untuk-semprot-disinfektan,"Tiap Jumat, Kemnaker Berdayakan Korban PHK untuk Semprot Disinfektan",finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051667/kemenkeu-sebut-bumn-harus-kembalikan-dana-talangan-ke-pemerintah,Kemenkeu Sebut BUMN Harus Kembalikan Dana Talangan ke Pemerintah,finance
06/12/2020,https://finance.detik.com/moneter/d-5051629/ini-jadwal-terbaru-layanan-bi,Ini Jadwal Terbaru Layanan BI,finance
06/12/2020,https://finance.detik.com/infrastruktur/d-5051634/mengintip-persiapan-industri-konstruksi-hadapi-new-normal,Mengintip Persiapan Industri Konstruksi Hadapi New Normal,finance
06/12/2020,https://finance.detik.com/foto-bisnis/d-5051637/persiapan-restoran-di-surabaya-menyambut-new-normal,Persiapan Restoran di Surabaya Menyambut New Normal,finance
06/12/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-5051615/blak-blakan-imbas-corona-terhadap-susi-air-susi-singgung-pailit,"Blak-blakan Imbas Corona terhadap Susi Air, Susi Singgung Pailit",finance
